,0,1,2,3,4,5,6,7,8,9
0,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0064933.jpg,0,0.876953125,0.005855560302734375,0.061279296875,0.0078125,0.01424407958984375,0.01111602783203125,0.00926971435546875,0.01345062255859375
1,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0056252.jpg,2,0.01165008544921875,0.01390838623046875,0.91064453125,0.01238250732421875,0.01242828369140625,0.01336669921875,0.0120086669921875,0.013824462890625
2,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0056177.jpg,2,0.008514404296875,0.00887298583984375,0.93408203125,0.0086517333984375,0.0126190185546875,0.0094451904296875,0.0087890625,0.0091552734375
3,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0054949.jpg,7,0.00982666015625,0.0169219970703125,0.2264404296875,0.0164642333984375,0.01399993896484375,0.010650634765625,0.01500701904296875,0.69091796875
4,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0025234.jpg,0,0.04547119140625,0.038299560546875,0.034942626953125,0.0246429443359375,0.016876220703125,0.0168914794921875,0.79638671875,0.02642822265625
5,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0061551.jpg,1,0.01416778564453125,0.9208984375,0.01019287109375,0.0106048583984375,0.010223388671875,0.014892578125,0.00928497314453125,0.00978851318359375
6,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0056698.jpg,1,0.0098419189453125,0.927734375,0.01036834716796875,0.01052093505859375,0.01024627685546875,0.0110931396484375,0.00981903076171875,0.01021575927734375
7,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0073245.jpg,1,0.0098724365234375,0.9267578125,0.01021575927734375,0.01024627685546875,0.0104827880859375,0.010772705078125,0.01052093505859375,0.01097869873046875
8,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0028810.jpg,1,0.0100860595703125,0.921875,0.0094146728515625,0.007656097412109375,0.022064208984375,0.0102996826171875,0.00991058349609375,0.00862884521484375
9,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0061010.jpg,0,0.93359375,0.0087127685546875,0.0089874267578125,0.00946807861328125,0.00905609130859375,0.008392333984375,0.010894775390625,0.01085662841796875
10,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0030203.jpg,4,0.0201873779296875,0.09271240234375,0.0092315673828125,0.01447296142578125,0.8310546875,0.00983428955078125,0.01108551025390625,0.01155853271484375
11,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0029399.jpg,1,0.0131988525390625,0.92578125,0.010009765625,0.00925445556640625,0.01061248779296875,0.01016998291015625,0.0108642578125,0.01026153564453125
12,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0029905.jpg,1,0.058380126953125,0.87353515625,0.009735107421875,0.012847900390625,0.01397705078125,0.0102386474609375,0.01080322265625,0.01053619384765625
13,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0027375.jpg,1,0.012237548828125,0.92626953125,0.01080322265625,0.00977325439453125,0.0108795166015625,0.01000213623046875,0.01013946533203125,0.01004791259765625
14,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0061221.jpg,1,0.0096588134765625,0.93310546875,0.01256561279296875,0.008514404296875,0.0093231201171875,0.00859832763671875,0.0097503662109375,0.0086212158203125
15,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0056620.jpg,4,0.01279449462890625,0.01226806640625,0.00978851318359375,0.0102691650390625,0.92041015625,0.01165008544921875,0.01129913330078125,0.01160430908203125
16,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0000503.jpg,1,0.01099395751953125,0.9296875,0.01006317138671875,0.009979248046875,0.0104217529296875,0.0094757080078125,0.00983428955078125,0.00951385498046875
17,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0024809.jpg,1,0.01142120361328125,0.92626953125,0.0118865966796875,0.01108551025390625,0.00815582275390625,0.0097808837890625,0.0114593505859375,0.01018524169921875
18,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0000025_downsampled.jpg,1,0.0182342529296875,0.05517578125,0.015716552734375,0.01175689697265625,0.0188446044921875,0.018463134765625,0.018218994140625,0.84375
19,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0060464.jpg,4,0.01267242431640625,0.01241302490234375,0.01335906982421875,0.01308441162109375,0.91162109375,0.0114288330078125,0.01360321044921875,0.01194000244140625
20,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0055356.jpg,2,0.058135986328125,0.03521728515625,0.8203125,0.01189422607421875,0.02520751953125,0.01849365234375,0.0156402587890625,0.0151214599609375
21,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0054544.jpg,0,0.849609375,0.01018524169921875,0.06207275390625,0.011016845703125,0.01383209228515625,0.01139068603515625,0.027313232421875,0.01471710205078125
22,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0067362.jpg,5,0.00794219970703125,0.0093536376953125,0.00769805908203125,0.0053558349609375,0.007099151611328125,0.951171875,0.00557708740234375,0.005954742431640625
23,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0015211_downsampled.jpg,1,0.00763702392578125,0.9140625,0.0129547119140625,0.0106658935546875,0.0257415771484375,0.01053619384765625,0.009979248046875,0.008575439453125
24,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0063702.jpg,2,0.00943756103515625,0.01251220703125,0.92041015625,0.009490966796875,0.01058197021484375,0.01213836669921875,0.01267242431640625,0.01299285888671875
25,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0032269.jpg,0,0.111328125,0.00707244873046875,0.01261138916015625,0.0096893310546875,0.399658203125,0.0162200927734375,0.02130126953125,0.422119140625
26,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0058080.jpg,4,0.0114898681640625,0.01381683349609375,0.92626953125,0.00782012939453125,0.0174407958984375,0.007755279541015625,0.007793426513671875,0.00780487060546875
27,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0063059.jpg,2,0.010223388671875,0.01117706298828125,0.9228515625,0.008819580078125,0.01221466064453125,0.0100555419921875,0.0102386474609375,0.0145263671875
28,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0033549.jpg,1,0.0107421875,0.92578125,0.010894775390625,0.0107269287109375,0.0110626220703125,0.01031494140625,0.01056671142578125,0.01001739501953125
29,../../Datasets/ISIC_2019/ISIC_2019_Training_Input/ISIC_0026129.jpg,1,0.01328277587890625,0.92578125,0.011138916015625,0.0098114013671875,0.0106201171875,0.009674072265625,0.009979248046875,0.00982666015625
