,0,1,2,3
0,../../Datasets/pcam/test/0.png,0,0.9990234375,0.0009303092956542969
1,../../Datasets/pcam/test/1.png,1,0.0001856088638305664,1.0
2,../../Datasets/pcam/test/2.png,0,0.99560546875,0.00439453125
3,../../Datasets/pcam/test/3.png,1,1.0669231414794922e-05,1.0
4,../../Datasets/pcam/test/4.png,1,0.462646484375,0.537109375
5,../../Datasets/pcam/test/5.png,0,0.9951171875,0.00467681884765625
6,../../Datasets/pcam/test/6.png,1,0.68603515625,0.31396484375
7,../../Datasets/pcam/test/7.png,1,0.239990234375,0.759765625
8,../../Datasets/pcam/test/8.png,1,0.00012105703353881836,1.0
9,../../Datasets/pcam/test/9.png,0,0.9990234375,0.0011835098266601562
10,../../Datasets/pcam/test/10.png,1,0.07244873046875,0.927734375
11,../../Datasets/pcam/test/11.png,0,0.99951171875,0.0004105567932128906
12,../../Datasets/pcam/test/12.png,1,1.3589859008789062e-05,1.0
13,../../Datasets/pcam/test/13.png,1,0.00022900104522705078,1.0
14,../../Datasets/pcam/test/14.png,0,0.9970703125,0.0031528472900390625
15,../../Datasets/pcam/test/15.png,1,0.99169921875,0.008544921875
16,../../Datasets/pcam/test/16.png,0,0.9931640625,0.006961822509765625
17,../../Datasets/pcam/test/17.png,1,0.481689453125,0.5185546875
18,../../Datasets/pcam/test/18.png,1,0.86767578125,0.1322021484375
19,../../Datasets/pcam/test/19.png,1,0.79248046875,0.20751953125
20,../../Datasets/pcam/test/20.png,1,0.99951171875,0.0006031990051269531
21,../../Datasets/pcam/test/21.png,0,0.99951171875,0.00047779083251953125
22,../../Datasets/pcam/test/22.png,0,1.0,2.384185791015625e-07
23,../../Datasets/pcam/test/23.png,0,0.962890625,0.037261962890625
24,../../Datasets/pcam/test/24.png,0,0.99951171875,0.00045561790466308594
25,../../Datasets/pcam/test/25.png,1,0.97021484375,0.0296783447265625
26,../../Datasets/pcam/test/26.png,1,0.039306640625,0.9609375
27,../../Datasets/pcam/test/27.png,0,0.99609375,0.003826141357421875
28,../../Datasets/pcam/test/28.png,1,2.3126602172851562e-05,1.0
29,../../Datasets/pcam/test/29.png,1,0.138671875,0.861328125
30,../../Datasets/pcam/test/30.png,1,0.004688262939453125,0.9951171875
31,../../Datasets/pcam/test/31.png,1,0.0006256103515625,0.99951171875
32,../../Datasets/pcam/test/32.png,1,0.055938720703125,0.94384765625
