,0,1,2,3
0,../../Datasets/pcam/test/0.png,0,0.97119140625,0.0286865234375
1,../../Datasets/pcam/test/1.png,1,0.02947998046875,0.970703125
2,../../Datasets/pcam/test/2.png,0,0.95849609375,0.041473388671875
3,../../Datasets/pcam/test/3.png,1,0.026336669921875,0.9736328125
4,../../Datasets/pcam/test/4.png,1,0.93701171875,0.06304931640625
5,../../Datasets/pcam/test/5.png,0,0.96630859375,0.033905029296875
6,../../Datasets/pcam/test/6.png,1,0.40380859375,0.59619140625
7,../../Datasets/pcam/test/7.png,1,0.0498046875,0.9501953125
8,../../Datasets/pcam/test/8.png,1,0.0279541015625,0.97216796875
9,../../Datasets/pcam/test/9.png,0,0.97216796875,0.0276336669921875
10,../../Datasets/pcam/test/10.png,1,0.03759765625,0.96240234375
11,../../Datasets/pcam/test/11.png,0,0.9658203125,0.0340576171875
12,../../Datasets/pcam/test/12.png,1,0.0306243896484375,0.96923828125
13,../../Datasets/pcam/test/13.png,1,0.030364990234375,0.9697265625
14,../../Datasets/pcam/test/14.png,0,0.95703125,0.04290771484375
15,../../Datasets/pcam/test/15.png,1,0.97265625,0.0271148681640625
16,../../Datasets/pcam/test/16.png,0,0.97216796875,0.0279541015625
17,../../Datasets/pcam/test/17.png,1,0.288818359375,0.71142578125
18,../../Datasets/pcam/test/18.png,1,0.822265625,0.1778564453125
19,../../Datasets/pcam/test/19.png,1,0.41162109375,0.58837890625
20,../../Datasets/pcam/test/20.png,1,0.96630859375,0.0338134765625
21,../../Datasets/pcam/test/21.png,0,0.9677734375,0.032073974609375
22,../../Datasets/pcam/test/22.png,0,0.970703125,0.029388427734375
23,../../Datasets/pcam/test/23.png,0,0.94091796875,0.058990478515625
24,../../Datasets/pcam/test/24.png,0,0.96875,0.0310516357421875
25,../../Datasets/pcam/test/25.png,1,0.58544921875,0.41455078125
26,../../Datasets/pcam/test/26.png,1,0.0379638671875,0.9619140625
27,../../Datasets/pcam/test/27.png,0,0.96728515625,0.032623291015625
28,../../Datasets/pcam/test/28.png,1,0.028900146484375,0.97119140625
29,../../Datasets/pcam/test/29.png,1,0.1103515625,0.8896484375
30,../../Datasets/pcam/test/30.png,1,0.03021240234375,0.9697265625
31,../../Datasets/pcam/test/31.png,1,0.0305938720703125,0.96923828125
32,../../Datasets/pcam/test/32.png,1,0.030303955078125,0.9697265625
33,../../Datasets/pcam/test/33.png,1,0.61083984375,0.389404296875
34,../../Datasets/pcam/test/34.png,1,0.07122802734375,0.9287109375
35,../../Datasets/pcam/test/35.png,1,0.6669921875,0.3330078125
36,../../Datasets/pcam/test/36.png,1,0.0889892578125,0.9111328125
37,../../Datasets/pcam/test/37.png,0,0.8564453125,0.143310546875
38,../../Datasets/pcam/test/38.png,1,0.96337890625,0.03662109375
39,../../Datasets/pcam/test/39.png,1,0.2047119140625,0.79541015625
40,../../Datasets/pcam/test/40.png,1,0.027587890625,0.97265625
41,../../Datasets/pcam/test/41.png,1,0.029083251953125,0.970703125
42,../../Datasets/pcam/test/42.png,0,0.96875,0.031463623046875
43,../../Datasets/pcam/test/43.png,0,0.97265625,0.02752685546875
44,../../Datasets/pcam/test/44.png,1,0.035491943359375,0.96435546875
45,../../Datasets/pcam/test/45.png,0,0.96240234375,0.037811279296875
46,../../Datasets/pcam/test/46.png,1,0.030670166015625,0.96923828125
47,../../Datasets/pcam/test/47.png,1,0.0297088623046875,0.97021484375
48,../../Datasets/pcam/test/48.png,1,0.9384765625,0.06158447265625
49,../../Datasets/pcam/test/49.png,1,0.0293121337890625,0.970703125
50,../../Datasets/pcam/test/50.png,1,0.0325927734375,0.96728515625
51,../../Datasets/pcam/test/51.png,1,0.0272979736328125,0.97265625
52,../../Datasets/pcam/test/52.png,1,0.049407958984375,0.95068359375
53,../../Datasets/pcam/test/53.png,1,0.32666015625,0.67333984375
54,../../Datasets/pcam/test/54.png,0,0.9697265625,0.030242919921875
55,../../Datasets/pcam/test/55.png,1,0.027984619140625,0.97216796875
56,../../Datasets/pcam/test/56.png,1,0.350830078125,0.64892578125
57,../../Datasets/pcam/test/57.png,1,0.0341796875,0.9658203125
58,../../Datasets/pcam/test/58.png,0,0.5068359375,0.492919921875
59,../../Datasets/pcam/test/59.png,0,0.97412109375,0.0258331298828125
60,../../Datasets/pcam/test/60.png,1,0.0283355712890625,0.9716796875
61,../../Datasets/pcam/test/61.png,1,0.96630859375,0.033782958984375
62,../../Datasets/pcam/test/62.png,0,0.970703125,0.02923583984375
63,../../Datasets/pcam/test/63.png,1,0.0294189453125,0.970703125
64,../../Datasets/pcam/test/64.png,0,0.96337890625,0.036712646484375
65,../../Datasets/pcam/test/65.png,1,0.91552734375,0.08428955078125
