,0,1,2,3
0,../../Datasets/pcam/test/0.png,0,1.0,1.6450881958007812e-05
1,../../Datasets/pcam/test/1.png,1,2.5987625122070312e-05,1.0
2,../../Datasets/pcam/test/2.png,0,1.0,3.24249267578125e-05
3,../../Datasets/pcam/test/3.png,1,1.2278556823730469e-05,1.0
4,../../Datasets/pcam/test/4.png,1,0.325927734375,0.673828125
5,../../Datasets/pcam/test/5.png,0,1.0,3.349781036376953e-05
6,../../Datasets/pcam/test/6.png,1,0.9990234375,0.0009126663208007812
7,../../Datasets/pcam/test/7.png,1,0.2359619140625,0.76416015625
8,../../Datasets/pcam/test/8.png,1,9.715557098388672e-06,1.0
9,../../Datasets/pcam/test/9.png,0,1.0,3.2067298889160156e-05
10,../../Datasets/pcam/test/10.png,1,5.805492401123047e-05,1.0
11,../../Datasets/pcam/test/11.png,0,1.0,1.633167266845703e-05
12,../../Datasets/pcam/test/12.png,1,1.5795230865478516e-05,1.0
13,../../Datasets/pcam/test/13.png,1,8.761882781982422e-06,1.0
14,../../Datasets/pcam/test/14.png,0,1.0,2.4020671844482422e-05
15,../../Datasets/pcam/test/15.png,1,1.0,3.319978713989258e-05
16,../../Datasets/pcam/test/16.png,0,1.0,2.5272369384765625e-05
17,../../Datasets/pcam/test/17.png,1,0.96484375,0.0352783203125
18,../../Datasets/pcam/test/18.png,1,0.0635986328125,0.9365234375
19,../../Datasets/pcam/test/19.png,1,0.95458984375,0.0455322265625
20,../../Datasets/pcam/test/20.png,1,1.0,1.6987323760986328e-05
21,../../Datasets/pcam/test/21.png,0,1.0,9.715557098388672e-06
22,../../Datasets/pcam/test/22.png,0,1.0,1.1444091796875e-05
23,../../Datasets/pcam/test/23.png,0,0.9970703125,0.0027256011962890625
24,../../Datasets/pcam/test/24.png,0,1.0,2.5093555450439453e-05
25,../../Datasets/pcam/test/25.png,1,1.0,1.1265277862548828e-05
26,../../Datasets/pcam/test/26.png,1,0.00014257431030273438,1.0
27,../../Datasets/pcam/test/27.png,0,1.0,0.00015592575073242188
28,../../Datasets/pcam/test/28.png,1,1.627206802368164e-05,1.0
29,../../Datasets/pcam/test/29.png,1,0.0006551742553710938,0.99951171875
30,../../Datasets/pcam/test/30.png,1,1.6391277313232422e-05,1.0
31,../../Datasets/pcam/test/31.png,1,1.9550323486328125e-05,1.0
32,../../Datasets/pcam/test/32.png,1,0.0022525787353515625,0.99755859375
